,userID,age,sex,관심등록기관,관심등록질환,건강기능식품하트기록,레시피북마크기록
402,402,34,M,콜레스테롤 ,심근경색증,"[10285, 19256, 1089, 2886, 6688, 15524, 18244, 20302, 14234, 30499, 5137, 25385, 16176, 12675, 15589, 30201, 20899, 290, 15237, 11373, 9611, 9001, 21260, 14612, 24184, 25282, 7690, 9470, 19467, 27291, 21903, 25834, 18394, 30069, 23821, 13618, 25087, 10976, 10770, 20729, 7014, 15046, 20447, 3945, 24980, 24534, 15743, 1897, 20191, 6327]","[671, 1005, 646, 473, 538, 853, 175, 1009, 434, 217, 166, 693, 1206, 130, 1219, 404, 774, 387, 269, 944, 992, 929, 721, 839, 889, 133, 156, 1207, 504, 410, 965, 611, 419, 206, 1159, 1026, 485, 1061, 194, 1018, 53, 894, 167, 661, 555, 768, 169, 405, 801, 413]"
403,403,35,M,혈행 ,천식,"[10368, 4244, 29850, 28729, 13564, 29356, 10649, 10539, 4150, 25156, 6961, 11, 14255, 26439, 26207, 5098, 9995, 6106, 6236, 7067, 11771, 26653, 16371, 27397, 29923, 13765, 28495, 17934, 18279, 28765, 1706, 13659, 2931, 24103, 4098, 23445, 26999, 18970, 25711, 28547, 7918, 2993, 847, 28, 16749, 29698, 16734, 22192, 1493, 30779]","[266, 986, 99, 101, 975, 434, 31, 751, 469, 796, 1033, 995, 739, 1200, 626, 743, 856, 922, 365, 933, 74, 124, 664, 799, 766, 365, 429, 1062, 892, 377, 315, 1122, 843, 275, 212, 1099, 1226, 73, 878, 1093, 909, 732, 548, 497, 83, 1145, 138, 960, 1149, 722]"
404,404,27,F,체지방 감소,당뇨병,"[30407, 13355, 16480, 11690, 16897, 5445, 17445, 1977, 10232, 26630, 1265, 30193, 25895, 6649, 8542, 6813, 30190, 28418, 7208, 14572, 6884, 5994, 11957, 15193, 8936, 1485, 26158, 3632, 17014, 5469, 28846, 27447, 20096, 29850, 27856, 21339, 440, 829, 25981, 25788, 19733, 24003, 7147, 15780, 13029, 19076, 15697, 1940, 23365, 12219]","[837, 979, 102, 356, 474, 321, 154, 1238, 787, 442, 1082, 279, 666, 789, 946, 481, 848, 1156, 541, 983, 180, 27, 865, 980, 587, 721, 533, 120, 310, 638, 872, 879, 448, 299, 410, 969, 734, 895, 1130, 965, 649, 64, 778, 1133, 980, 192, 49, 118, 1060, 1150]"
405,405,52,F,면역 기능,협심증,"[19437, 11513, 4696, 981, 17742, 24432, 30584, 20937, 9044, 1539, 13896, 26642, 10867, 24751, 14615, 26279, 23463, 21043, 14058, 2083, 23466, 22254, 25975, 16555, 24758, 27187, 5488, 381, 11941, 2393, 20230, 20017, 12044, 27270, 27814, 20274, 3956, 22902, 14126, 11921, 10543, 22668, 26777, 2718, 13299, 25281, 13372, 23758, 8277, 6410]","[864, 997, 821, 1062, 768, 232, 729, 29, 670, 1125, 684, 969, 1219, 642, 565, 483, 678, 62, 150, 1173, 159, 322, 1064, 674, 491, 983, 1074, 804, 1163, 825, 1103, 934, 419, 1209, 301, 1043, 24, 740, 262, 920, 748, 340, 320, 585, 1224, 686, 751, 791, 178, 654]"
406,406,28,F,배뇨기능 ,뇌졸중,"[5497, 17924, 6128, 12113, 11965, 26868, 12421, 22799, 27814, 3705, 7714, 9652, 13200, 25013, 22690, 2671, 16584, 16095, 16156, 27934, 13041, 1860, 11311, 6643, 2155, 21879, 10632, 18851, 28671, 23879, 30660, 1566, 3513, 14340, 25021, 28670, 410, 14700, 1205, 25620, 23742, 19420, 437, 19133, 18516, 8217, 20747, 29159, 344, 2222]","[1106, 620, 161, 978, 935, 1041, 20, 166, 537, 243, 327, 767, 47, 796, 607, 732, 767, 880, 178, 281, 719, 1002, 1102, 488, 212, 1193, 356, 504, 862, 921, 329, 1228, 472, 566, 1133, 23, 881, 124, 598, 1112, 806, 241, 594, 43, 483, 739, 828, 684, 690, 1113]"
407,407,35,M,갱년기남성 ,당뇨병,"[26782, 16894, 26073, 12767, 12143, 19975, 12288, 12429, 17669, 1635, 25526, 8845, 21856, 11448, 2120, 24036, 10912, 18223, 17586, 18699, 12371, 9845, 16129, 16795, 90, 9781, 6959, 15471, 11633, 15836, 25108, 26085, 29726, 1914, 18128, 14572, 14247, 7752, 2425, 15071, 3736, 11768, 9164, 23317, 13986, 13583, 4196, 12113, 12595, 5336]","[354, 94, 451, 935, 363, 1207, 888, 787, 744, 789, 790, 464, 259, 385, 107, 1200, 428, 1061, 261, 986, 1081, 850, 690, 21, 1176, 667, 1051, 920, 203, 784, 165, 682, 999, 580, 592, 161, 114, 397, 707, 643, 454, 578, 61, 1062, 1066, 602, 257, 1136, 834, 1195]"
408,408,20,F,기억력 ,고혈압,"[9165, 23726, 6443, 3304, 11849, 15228, 28362, 20822, 11121, 2323, 27059, 12242, 2656, 6170, 12423, 7285, 8575, 27981, 24818, 14590, 4090, 21476, 28270, 30193, 9315, 22966, 1028, 19265, 27392, 8076, 4380, 16608, 10402, 20420, 17353, 12135, 23948, 9713, 10657, 30789, 17518, 19174, 26108, 20339, 20975, 23849, 14550, 8994, 11747, 7059]","[940, 267, 673, 1030, 40, 1163, 861, 1053, 318, 1174, 1241, 896, 843, 1152, 845, 84, 1046, 14, 796, 1049, 696, 400, 1085, 954, 588, 600, 24, 653, 975, 385, 442, 992, 228, 377, 882, 194, 660, 766, 656, 242, 262, 196, 235, 992, 252, 616, 288, 61, 1233, 932]"
409,409,38,F,장 ,당뇨병,"[16618, 21819, 2419, 61, 3032, 28653, 10066, 9167, 21582, 26700, 16829, 13333, 19001, 1770, 15967, 30587, 3126, 3665, 13570, 24006, 667, 6221, 29450, 12699, 2384, 23223, 10609, 8423, 24494, 7702, 5351, 2369, 24644, 10442, 9055, 17721, 23560, 2312, 23571, 28161, 28895, 23361, 14738, 49, 28969, 2216, 27319, 16697, 21994, 13782]","[198, 278, 3, 31, 851, 175, 1123, 541, 217, 966, 499, 771, 734, 630, 980, 1227, 451, 1078, 299, 391, 882, 1069, 949, 903, 298, 64, 482, 193, 427, 557, 825, 414, 606, 868, 879, 1004, 225, 392, 645, 1070, 775, 561, 523, 882, 1004, 1140, 893, 283, 1138, 1104]"
410,410,52,M,갱년기남성 ,간염,"[2568, 25994, 7411, 30630, 8751, 29722, 1670, 14289, 18829, 4457, 12580, 12313, 11588, 21491, 12778, 30223, 21909, 12575, 21791, 30444, 20162, 26621, 28000, 10021, 11962, 29507, 20852, 25594, 19384, 16383, 19834, 6765, 15121, 5443, 22119, 28363, 20692, 17435, 1444, 22875, 2025, 1749, 28260, 28509, 17032, 27497, 24178, 11633, 2408, 21024]","[1044, 438, 752, 500, 348, 707, 148, 606, 475, 712, 992, 985, 524, 104, 552, 1072, 997, 243, 78, 256, 1202, 822, 870, 522, 813, 683, 122, 441, 929, 490, 1158, 709, 1212, 294, 216, 419, 55, 356, 1112, 1054, 296, 808, 480, 103, 335, 394, 12, 95, 465, 737]"
411,411,43,M,혈압조절,당뇨병,"[5779, 29005, 19028, 10357, 1083, 2193, 19245, 22720, 24827, 3142, 6784, 20706, 988, 9811, 6582, 8968, 15765, 16980, 16902, 18275, 5582, 30750, 24299, 28388, 20563, 21585, 6041, 8022, 23324, 3107, 19943, 12331, 11546, 30091, 975, 5556, 3419, 17673, 24573, 19936, 14855, 23874, 27186, 14871, 8824, 10217, 14439, 29644, 30109, 4502]","[246, 1076, 82, 197, 998, 694, 534, 42, 470, 120, 892, 704, 700, 575, 1031, 1087, 1169, 648, 935, 1083, 107, 98, 37, 667, 410, 985, 532, 237, 620, 792, 999, 343, 265, 494, 278, 845, 574, 1061, 247, 193, 848, 1195, 358, 840, 1134, 711, 84, 1217, 375, 1174]"
412,412,33,F,정자운동성,빈혈,"[11297, 22392, 19620, 13597, 1834, 10891, 17891, 23919, 16774, 9059, 9566, 22170, 4841, 10640, 13830, 6636, 21663, 23470, 4624, 798, 14131, 9460, 1389, 18942, 16914, 1517, 20597, 810, 14130, 26946, 24396, 11204, 28027, 14869, 16057, 21653, 22649, 19293, 28536, 22307, 30566, 4827, 23101, 12969, 14119, 19299, 5387, 8797, 3748, 1924]","[757, 360, 510, 607, 705, 1150, 88, 1207, 887, 554, 349, 1125, 1223, 657, 851, 847, 387, 147, 877, 621, 695, 155, 114, 621, 990, 45, 1083, 147, 493, 484, 810, 883, 606, 394, 460, 129, 1040, 1223, 83, 432, 95, 560, 348, 287, 1005, 297, 1041, 951, 593, 301]"
413,413,29,M,피로 ,아토피성 피부염,"[4370, 9953, 27374, 3702, 45, 10775, 24214, 10695, 4020, 13602, 11620, 2566, 26204, 6452, 27197, 20271, 11004, 28934, 22392, 7471, 26965, 26980, 24876, 26384, 26575, 14377, 11446, 24942, 9270, 26218, 17092, 16895, 5803, 4209, 16391, 22977, 24977, 9127, 18879, 6491, 6090, 1425, 18051, 16313, 747, 1112, 5505, 24547, 12098, 29390]","[750, 217, 526, 1088, 869, 415, 784, 1030, 830, 476, 415, 1190, 835, 1084, 524, 293, 563, 350, 436, 43, 448, 91, 1179, 390, 825, 268, 338, 1002, 80, 504, 137, 203, 879, 285, 960, 144, 401, 216, 471, 1111, 967, 1040, 888, 84, 939, 848, 100, 803, 586, 814]"
414,414,21,F,활성산소 제거,고혈압,"[4125, 8491, 4815, 15847, 11700, 15934, 10778, 914, 14309, 18618, 2988, 7149, 11434, 28408, 13352, 10726, 13697, 21761, 19328, 23320, 11856, 29336, 26588, 2859, 22612, 22853, 4332, 26210, 9548, 26993, 851, 21983, 14966, 10892, 25984, 23002, 1842, 1563, 7362, 8654, 806, 13846, 3131, 23377, 21992, 16445, 7725, 14339, 30039, 27193]","[645, 652, 1190, 1045, 714, 935, 158, 877, 449, 708, 750, 216, 1023, 438, 300, 1017, 668, 1164, 1002, 92, 935, 1210, 754, 150, 615, 938, 187, 514, 85, 1147, 306, 624, 539, 389, 473, 632, 1211, 965, 841, 342, 327, 300, 983, 966, 806, 443, 91, 363, 574, 841]"
415,415,56,M,혈당조절,뇌졸중,"[20950, 501, 27185, 27253, 9554, 17553, 8988, 20938, 12969, 14720, 14995, 27304, 11611, 17360, 26760, 2237, 11235, 29840, 15899, 28432, 24534, 10148, 25115, 15397, 6543, 4729, 29760, 7521, 26905, 8067, 8728, 7410, 12971, 14245, 4473, 20881, 15625, 23804, 17010, 7589, 16888, 20986, 19615, 23526, 30576, 26351, 4161, 3336, 21079, 23391]","[630, 595, 873, 788, 1132, 76, 842, 778, 1146, 143, 141, 646, 972, 391, 1073, 719, 208, 683, 1208, 1025, 339, 372, 217, 245, 681, 807, 782, 197, 374, 923, 555, 1141, 675, 351, 1198, 1160, 311, 660, 956, 119, 993, 32, 269, 302, 31, 854, 882, 1187, 460, 56]"
416,416,54,F,근력 ,당뇨병,"[637, 22771, 26638, 29470, 26895, 5598, 21082, 8467, 17175, 20011, 30113, 16304, 15827, 11759, 29019, 13640, 16615, 30387, 14426, 7695, 900, 10176, 16516, 2321, 6371, 10131, 14231, 6301, 25543, 5244, 17198, 26728, 1759, 17080, 27538, 25179, 503, 27345, 7187, 8796, 26433, 22826, 20111, 22333, 11191, 28251, 7570, 21034, 6344, 15944]","[966, 506, 1189, 1228, 65, 883, 1209, 845, 271, 321, 525, 1131, 292, 805, 274, 94, 299, 907, 391, 682, 582, 397, 524, 86, 104, 84, 519, 91, 128, 1093, 840, 519, 1233, 666, 870, 1238, 1125, 730, 440, 779, 767, 323, 506, 687, 1109, 30, 487, 491, 32, 325]"
417,417,22,M,혈행 ,고혈압,"[21186, 2596, 22270, 19954, 16695, 18916, 27568, 10780, 13235, 4893, 1997, 24955, 27563, 14788, 19291, 19900, 16827, 30008, 20212, 9753, 19804, 14401, 28947, 14628, 2561, 14931, 1479, 27540, 8753, 11215, 23374, 11535, 1423, 7456, 20690, 11712, 10804, 27081, 25956, 22936, 23799, 28164, 1607, 10744, 30038, 4686, 30196, 16168, 30793, 17814]","[524, 815, 526, 289, 221, 545, 836, 470, 232, 3, 182, 1205, 78, 433, 18, 341, 803, 1223, 655, 784, 992, 225, 450, 146, 687, 219, 165, 421, 1075, 1096, 183, 434, 617, 923, 468, 927, 1134, 335, 775, 85, 1220, 1072, 649, 1015, 896, 942, 608, 441, 824, 1020]"
418,418,47,M,전립선 ,심근경색증,"[3610, 28013, 9834, 13010, 7818, 17058, 26886, 28657, 5494, 14454, 19628, 25288, 28957, 3805, 28948, 2624, 11553, 21448, 5624, 21531, 25342, 6115, 3758, 12773, 9429, 2742, 19076, 22596, 17743, 30412, 19360, 27744, 13727, 7427, 14204, 15248, 2825, 5533, 26791, 7135, 9001, 9461, 12887, 11996, 15002, 9482, 15085, 16069, 12723, 21898]","[1241, 1186, 727, 288, 870, 1220, 1218, 71, 52, 341, 816, 280, 1061, 215, 54, 141, 631, 900, 232, 649, 4, 97, 597, 892, 31, 974, 935, 56, 14, 696, 1007, 930, 805, 255, 983, 162, 684, 485, 421, 227, 275, 1195, 560, 476, 286, 629, 66, 127, 639, 371]"
419,419,46,M,갱년기남성 ,빈혈,"[28984, 17263, 16344, 1342, 97, 10438, 22192, 15066, 25477, 21760, 4746, 23939, 12885, 9401, 6344, 29272, 28428, 1858, 23399, 21939, 22557, 20772, 13460, 16175, 13694, 15037, 8334, 6517, 30393, 19686, 3852, 8158, 20429, 744, 14327, 25485, 13337, 6392, 6294, 11933, 17541, 24014, 30585, 17319, 30595, 13365, 2085, 5579, 9476, 25022]","[529, 947, 173, 548, 841, 234, 259, 193, 35, 1204, 1010, 784, 455, 1082, 976, 931, 276, 610, 106, 839, 687, 640, 1043, 680, 430, 514, 399, 222, 300, 846, 172, 123, 1126, 256, 974, 1205, 1126, 991, 732, 1104, 980, 522, 80, 260, 73, 799, 666, 384, 1140, 200]"
420,420,46,F,장 ,고혈압,"[19561, 23806, 5137, 10919, 1913, 14653, 17405, 21030, 27031, 1250, 29468, 20625, 23876, 10283, 786, 4110, 25588, 450, 22546, 24594, 10974, 3908, 17629, 17453, 3016, 26608, 29969, 5050, 8889, 606, 29735, 22318, 8936, 12194, 25000, 14088, 11067, 26318, 13802, 17003, 28204, 25297, 21125, 816, 4478, 16565, 26577, 12471, 22135, 1646]","[399, 897, 1051, 79, 158, 628, 1085, 98, 1231, 563, 325, 1103, 387, 425, 140, 886, 1241, 795, 84, 958, 881, 816, 602, 957, 510, 347, 1189, 656, 512, 347, 805, 926, 971, 405, 355, 807, 421, 61, 46, 100, 1029, 1050, 667, 1035, 472, 915, 443, 364, 1093, 1029]"
421,421,45,M,수면질 ,아토피성 피부염,"[20313, 19600, 16916, 5030, 17517, 882, 17011, 10423, 7797, 19189, 11515, 3937, 7642, 11151, 4192, 459, 4977, 1995, 6379, 23664, 9712, 22731, 10545, 13363, 18787, 19895, 5246, 22050, 27610, 15357, 1776, 29942, 22583, 12711, 20299, 30796, 5490, 7075, 28134, 10064, 24233, 19426, 18370, 3152, 13652, 12380, 25907, 3136, 23493, 30097]","[457, 782, 126, 1118, 46, 1142, 424, 135, 271, 279, 93, 1170, 798, 666, 49, 175, 854, 134, 484, 656, 405, 753, 48, 435, 1110, 561, 751, 916, 407, 341, 14, 686, 752, 1084, 1175, 409, 99, 37, 665, 158, 473, 628, 274, 221, 855, 1140, 723, 767, 1049, 499]"
422,422,43,M,콜레스테롤 ,빈혈,"[28207, 536, 2131, 29526, 22216, 23076, 14108, 21739, 17410, 18424, 24119, 12567, 13672, 6272, 8169, 17127, 22903, 24416, 15690, 13877, 13557, 24632, 10406, 23842, 12446, 6721, 24482, 13714, 5315, 13814, 3670, 12149, 24026, 7081, 5559, 12381, 25235, 1126, 30293, 20479, 27987, 24641, 14958, 16336, 17778, 24838, 13654, 18148, 18444, 22190]","[327, 295, 251, 1105, 1086, 297, 548, 31, 1075, 350, 1209, 309, 1037, 1056, 836, 878, 813, 1076, 412, 262, 973, 730, 836, 7, 1148, 1135, 1035, 1077, 535, 755, 837, 179, 460, 489, 50, 1211, 816, 1202, 801, 816, 271, 967, 784, 460, 348, 646, 977, 1098, 1007, 414]"
423,423,56,F,면역 기능,당뇨병,"[30527, 19527, 5617, 25321, 25756, 29514, 16292, 18204, 7871, 24428, 1352, 21348, 10120, 24384, 12315, 9168, 3456, 24853, 22021, 27153, 19929, 6124, 11281, 19513, 29068, 20887, 30422, 1011, 24443, 22465, 27388, 21654, 19640, 20284, 13445, 26390, 22142, 9661, 26513, 27494, 25202, 10900, 29274, 20799, 27320, 24205, 8636, 18923, 24697, 24444]","[392, 521, 536, 657, 57, 1142, 771, 270, 551, 309, 811, 611, 1240, 1093, 877, 699, 1147, 553, 487, 522, 294, 685, 1142, 815, 1014, 1216, 1190, 165, 718, 323, 243, 683, 31, 809, 1174, 1096, 1030, 924, 1034, 91, 268, 1192, 459, 318, 1076, 493, 346, 132, 1178, 738]"
424,424,47,F,인지능력 ,협심증,"[14100, 3416, 7060, 23607, 7630, 13666, 9232, 12918, 16778, 2563, 1515, 22066, 26403, 7284, 25865, 9472, 23198, 26303, 13594, 11449, 970, 1654, 28534, 20648, 28913, 11425, 15668, 20657, 20930, 20468, 20009, 9258, 14965, 23543, 17332, 1077, 17321, 20594, 29838, 3590, 28510, 4032, 1793, 13715, 767, 4119, 6904, 21630, 12854, 18822]","[1208, 1100, 388, 1013, 143, 186, 1161, 230, 832, 214, 326, 730, 879, 358, 241, 1082, 1240, 192, 595, 272, 437, 445, 74, 689, 365, 960, 115, 738, 1016, 603, 734, 532, 120, 888, 916, 1044, 1159, 207, 45, 1190, 923, 920, 651, 72, 407, 953, 269, 652, 884, 781]"
425,425,47,F,정자운동성,뇌졸중,"[7328, 2345, 6969, 15787, 19009, 1290, 8754, 723, 15986, 5468, 29356, 22236, 23126, 26485, 6314, 13991, 21183, 5928, 10767, 22660, 20656, 5569, 28801, 3740, 4634, 5245, 25351, 11891, 18092, 16594, 28367, 22257, 24078, 12374, 20994, 19898, 4877, 18494, 17736, 6587, 5925, 15416, 28847, 1705, 15327, 22439, 10302, 14686, 25591, 29056]","[403, 1052, 433, 1238, 118, 894, 676, 504, 817, 754, 729, 566, 816, 381, 1215, 1170, 329, 514, 977, 828, 411, 1118, 1036, 487, 947, 350, 689, 38, 1073, 135, 1202, 672, 311, 739, 951, 564, 916, 1154, 442, 231, 1236, 177, 769, 531, 114, 323, 474, 92, 1177, 200]"
426,426,49,F,요로 ,아토피성 피부염,"[6549, 7761, 15603, 12533, 16652, 14621, 16369, 11341, 26538, 27267, 17571, 484, 10661, 9730, 29175, 25594, 30773, 442, 12296, 8005, 16164, 25855, 30674, 27641, 13605, 736, 11485, 28779, 6085, 22333, 9984, 25520, 29966, 18693, 9633, 10919, 25448, 21204, 27486, 11999, 8021, 11864, 2074, 2324, 14619, 2646, 30410, 17923, 13255, 21361]","[42, 120, 87, 9, 632, 632, 215, 858, 255, 629, 615, 1204, 270, 1168, 805, 1207, 803, 612, 1119, 286, 354, 3, 1126, 549, 480, 1110, 387, 993, 609, 53, 1204, 301, 110, 250, 937, 1061, 523, 408, 224, 541, 483, 1075, 785, 309, 659, 664, 137, 1086, 352, 649]"
427,427,30,M,칼슘 흡수,고혈압,"[25428, 27723, 21600, 7219, 30605, 11018, 631, 14957, 22438, 5842, 6149, 98, 6925, 10601, 27745, 8216, 24025, 1819, 17102, 429, 23705, 5005, 7855, 8996, 28770, 14924, 18850, 19386, 24619, 3279, 24734, 5127, 17521, 24652, 2109, 14940, 5112, 15542, 23967, 22551, 3910, 17565, 29219, 28784, 8643, 25959, 25578, 2129, 25854, 25208]","[747, 135, 1077, 609, 779, 941, 552, 36, 503, 1004, 156, 487, 590, 269, 609, 148, 1122, 722, 357, 734, 129, 346, 387, 676, 623, 1064, 569, 904, 642, 446, 1068, 433, 1110, 1004, 1065, 432, 770, 419, 245, 668, 307, 786, 866, 1096, 1090, 323, 822, 992, 1009, 1008]"
428,428,22,F,질  ,빈혈,"[18561, 3597, 29990, 17095, 14034, 21149, 21043, 15018, 13714, 24076, 15500, 23639, 10478, 28687, 10908, 25148, 23930, 27798, 24903, 5526, 24101, 26598, 5748, 28412, 19505, 3265, 22204, 20842, 21176, 19406, 8345, 3390, 11930, 26862, 9447, 521, 6689, 23761, 9732, 24447, 21036, 10106, 22000, 23099, 6065, 27445, 21564, 25725, 6966, 7769]","[921, 436, 438, 1221, 191, 1089, 552, 389, 880, 724, 72, 187, 648, 916, 346, 1084, 1218, 347, 1022, 920, 819, 745, 699, 934, 150, 449, 585, 856, 239, 1072, 530, 246, 1003, 162, 353, 355, 171, 346, 618, 711, 820, 767, 811, 95, 996, 1038, 194, 200, 1051, 729]"
429,429,59,F,피부 ,고혈압,"[12007, 18824, 4795, 21078, 29139, 2263, 8964, 10640, 8281, 27018, 21946, 1952, 20247, 9258, 30437, 18756, 23545, 15911, 20527, 29724, 18984, 18450, 14571, 15512, 25720, 13327, 2442, 19187, 11147, 11038, 28952, 912, 6790, 19719, 2182, 3310, 29001, 9308, 29632, 197, 11347, 13514, 3905, 17756, 29664, 29944, 964, 4819, 2832, 8528]","[661, 1230, 1057, 405, 817, 275, 744, 274, 970, 292, 892, 164, 225, 1003, 691, 641, 577, 29, 348, 288, 542, 319, 878, 38, 380, 84, 1067, 1016, 128, 717, 438, 887, 178, 78, 1203, 50, 1150, 171, 250, 505, 1141, 308, 533, 1187, 69, 898, 240, 115, 484, 1100]"
430,430,38,M,혈중 중성지방 ,천식,"[7927, 13126, 2894, 10745, 12709, 5714, 331, 3153, 29065, 11632, 13138, 9898, 24885, 12622, 7259, 30496, 555, 11461, 8494, 15651, 9432, 17073, 10947, 1153, 7205, 27734, 49, 25037, 3523, 19570, 16499, 23760, 30062, 20768, 10656, 2986, 29591, 17076, 13483, 9488, 19387, 23260, 7052, 15171, 1711, 7322, 4830, 26869, 24401, 831]","[666, 101, 1008, 596, 515, 356, 274, 489, 342, 595, 849, 554, 993, 1194, 1176, 275, 793, 221, 914, 843, 516, 633, 257, 729, 429, 1156, 347, 1041, 275, 380, 369, 673, 122, 460, 160, 496, 1122, 1116, 1123, 370, 631, 179, 436, 1033, 257, 160, 886, 55, 296, 456]"
431,431,36,M,체지방 감소,뇌졸중,"[13104, 28730, 6744, 16174, 18652, 27029, 23382, 17828, 27566, 11708, 9582, 13059, 25188, 24829, 17549, 25459, 17215, 24963, 23663, 21574, 4880, 26561, 16089, 8807, 3971, 21892, 1627, 23516, 28999, 5524, 22488, 4171, 29277, 2030, 13523, 6417, 29914, 12314, 1870, 30194, 16862, 12683, 26607, 14021, 22534, 1443, 12477, 6455, 1956, 13598]","[834, 796, 1167, 841, 452, 971, 585, 310, 804, 502, 743, 514, 119, 377, 826, 589, 496, 542, 669, 382, 512, 819, 95, 1180, 1129, 430, 286, 142, 941, 31, 240, 965, 1208, 1193, 310, 751, 243, 1038, 775, 730, 739, 797, 1174, 678, 206, 1052, 330, 81, 853, 1067]"
432,432,41,M,기억력 ,고혈압,"[21186, 159, 2483, 8754, 9164, 11670, 20532, 12041, 11136, 11176, 26986, 7491, 16253, 4974, 16852, 4562, 26552, 4449, 28909, 25623, 17328, 20244, 24777, 3472, 23094, 19267, 29952, 25626, 20611, 26393, 21328, 23421, 17316, 13535, 21394, 22978, 2412, 3505, 6431, 5956, 30603, 12439, 22904, 6163, 1329, 23539, 21195, 27015, 5290, 2637]","[387, 1006, 227, 771, 801, 364, 567, 767, 690, 593, 1113, 14, 528, 340, 274, 503, 330, 383, 1047, 297, 9, 105, 398, 508, 544, 822, 703, 1203, 341, 5, 780, 325, 634, 167, 636, 957, 427, 55, 292, 85, 1068, 692, 733, 613, 788, 1086, 1009, 635, 838, 550]"
433,433,46,F,근력 ,고혈압,"[20545, 3010, 27392, 27967, 20087, 16281, 10623, 9565, 15087, 15250, 29122, 15995, 26035, 18151, 18999, 4264, 13106, 13669, 18325, 4177, 2052, 11640, 5152, 12108, 22916, 25580, 18885, 23822, 8502, 8957, 29619, 16030, 16818, 30715, 16054, 29038, 29865, 24546, 9896, 11246, 16265, 10165, 7634, 5447, 30692, 9233, 21392, 2530, 17766, 25612]","[665, 349, 925, 1236, 268, 929, 25, 20, 64, 240, 484, 592, 923, 48, 474, 596, 12, 1019, 301, 761, 1115, 177, 133, 935, 1047, 1133, 490, 1229, 604, 1229, 300, 1016, 1205, 865, 688, 165, 107, 1211, 1022, 270, 111, 773, 312, 477, 266, 487, 378, 793, 460, 1114]"
434,434,30,F,관절 뼈 ,고혈압,"[15942, 30032, 21530, 24265, 6074, 789, 11549, 10733, 28800, 17511, 4889, 29707, 958, 13406, 3708, 28587, 10391, 9018, 19206, 16717, 17181, 27862, 4297, 13132, 11014, 10960, 9120, 18771, 28437, 14862, 2150, 16951, 14323, 27481, 9329, 24147, 10360, 29578, 12011, 16560, 26635, 227, 20205, 26171, 93, 24202, 3950, 4084, 1258, 28022]","[787, 227, 272, 1121, 680, 204, 83, 1241, 1002, 364, 528, 597, 540, 1190, 1016, 445, 708, 36, 1213, 717, 658, 1139, 660, 1212, 284, 881, 1124, 823, 416, 619, 152, 768, 228, 583, 1074, 292, 1212, 126, 66, 853, 138, 804, 1206, 456, 490, 339, 1218, 129, 890, 508]"
435,435,54,F,혈당조절,고혈압,"[14799, 24124, 13088, 10134, 11474, 26930, 25683, 2673, 30649, 14828, 5972, 12281, 14017, 18152, 6738, 12506, 24622, 27840, 8132, 5445, 1281, 23868, 24018, 26831, 7021, 11969, 26206, 2361, 11892, 2972, 27597, 9259, 30734, 16268, 27179, 6104, 6143, 24047, 29830, 7084, 16948, 28713, 4111, 1165, 30532, 24057, 6730, 17825, 18942, 21873]","[663, 968, 213, 907, 34, 1109, 149, 1018, 503, 668, 1164, 1130, 1170, 499, 336, 738, 1066, 810, 475, 177, 341, 317, 176, 585, 263, 399, 240, 1028, 375, 1003, 572, 1143, 586, 691, 397, 235, 483, 896, 102, 754, 1232, 1238, 580, 756, 738, 116, 1170, 553, 137, 1107]"
436,436,54,M,수면질 ,협심증,"[30496, 415, 25387, 22869, 9846, 24013, 27454, 21679, 5489, 8738, 30388, 7298, 14923, 26503, 24157, 4267, 20049, 5229, 4822, 19957, 15740, 6411, 13673, 23141, 20587, 9326, 19721, 10842, 11268, 20005, 29183, 22817, 4332, 14209, 24299, 6539, 6171, 3616, 5990, 27961, 17064, 18101, 24940, 4466, 28472, 25834, 6481, 2800, 11330, 28968]","[931, 860, 796, 912, 868, 428, 1024, 214, 761, 1023, 1029, 874, 791, 1151, 1199, 737, 615, 973, 57, 811, 1206, 606, 147, 1178, 1217, 956, 190, 639, 669, 68, 417, 313, 222, 801, 1098, 1049, 652, 296, 1178, 8, 1214, 888, 670, 1196, 469, 1182, 294, 725, 626, 1185]"
437,437,32,M,콜레스테롤 ,빈혈,"[18712, 7438, 28023, 3566, 3416, 11842, 14485, 25750, 18717, 20580, 15554, 13192, 6718, 18274, 23591, 22776, 1425, 8956, 24164, 30487, 19595, 15630, 3509, 11651, 7435, 29339, 26461, 26295, 3920, 10040, 22108, 8371, 21997, 21089, 25632, 29187, 2449, 11147, 3115, 28512, 531, 5896, 16804, 5822, 6430, 24249, 10585, 7238, 713, 25922]","[1127, 353, 1080, 360, 1013, 727, 1012, 294, 403, 910, 1215, 562, 134, 77, 913, 717, 363, 438, 1192, 1137, 349, 1232, 51, 698, 1142, 131, 53, 15, 477, 990, 1224, 501, 395, 362, 751, 98, 1187, 1084, 495, 474, 575, 1103, 165, 1128, 1123, 495, 182, 544, 1134, 241]"
